ts_iso,symbol,agg_age_s,kline_age_s,agg_msgs,kline_msgs,bars_finalized,open_positions,mode,testnet
2025-12-17T12:49:50.275Z,SOLUSDT,2.543,50.276,7323,126,1516,1,paper,1
2025-12-17T12:49:50.275Z,XRPUSDT,3.866,50.276,7788,126,1517,1,paper,1
2025-12-17T12:49:50.275Z,DOGEUSDT,4.14,50.276,7999,126,1516,1,paper,1
2025-12-17T12:49:55.288Z,BTCUSDT,3.186,55.289,20005,126,1518,1,paper,1
2025-12-17T12:49:55.288Z,ETHUSDT,3.588,55.289,13638,126,1517,1,paper,1
2025-12-17T12:49:55.288Z,SOLUSDT,3.129,55.289,7328,126,1517,1,paper,1
2025-12-17T12:49:55.288Z,XRPUSDT,4.625,55.289,7793,126,1518,1,paper,1
2025-12-17T12:49:55.288Z,DOGEUSDT,3.073,55.289,8005,126,1517,1,paper,1
2025-12-17T12:50:00.284Z,BTCUSDT,4.172,60.285,20009,126,1519,1,paper,1
2025-12-17T12:50:00.284Z,ETHUSDT,3.877,60.285,13644,126,1518,1,paper,1
2025-12-17T12:50:00.284Z,SOLUSDT,3.02,60.285,7333,126,1518,1,paper,1
2025-12-17T12:50:00.284Z,XRPUSDT,2.804,60.285,7799,126,1519,1,paper,1
2025-12-17T12:50:00.284Z,DOGEUSDT,3.683,60.285,8011,126,1518,1,paper,1
2025-12-17T12:50:05.289Z,BTCUSDT,3.336,5.29,20013,127,1520,1,paper,1
2025-12-17T12:50:05.289Z,ETHUSDT,5.006,5.29,13647,127,1519,1,paper,1
2025-12-17T12:50:05.289Z,SOLUSDT,3.14,5.29,7335,127,1519,1,paper,1
2025-12-17T12:50:05.289Z,XRPUSDT,3.381,5.29,7802,127,1520,1,paper,1
2025-12-17T12:50:05.289Z,DOGEUSDT,3.643,5.29,8014,127,1519,1,paper,1
2025-12-17T12:50:10.312Z,BTCUSDT,2.882,10.313,20023,127,1521,1,paper,1
2025-12-17T12:50:10.312Z,ETHUSDT,4.398,10.313,13656,127,1520,1,paper,1
2025-12-17T12:50:10.312Z,SOLUSDT,5.567,10.313,7340,127,1519,1,paper,1
2025-12-17T12:50:10.312Z,XRPUSDT,2.97,10.313,7807,127,1521,1,paper,1
2025-12-17T12:50:10.312Z,DOGEUSDT,3.111,10.313,8032,127,1520,1,paper,1
2025-12-17T12:50:15.306Z,BTCUSDT,3.084,15.307,20035,127,1522,1,paper,1
2025-12-17T12:50:15.306Z,ETHUSDT,3.286,15.307,13701,127,1521,1,paper,1
2025-12-17T12:50:15.306Z,SOLUSDT,3.82,15.307,7346,127,1521,1,paper,1
2025-12-17T12:50:15.306Z,XRPUSDT,3.954,15.307,7809,127,1522,1,paper,1
2025-12-17T12:50:15.306Z,DOGEUSDT,3.731,15.307,8036,127,1521,1,paper,1
2025-12-17T12:50:20.297Z,BTCUSDT,2.726,20.298,20089,127,1523,1,paper,1
2025-12-17T12:50:20.297Z,ETHUSDT,3.425,20.298,13706,127,1522,1,paper,1
2025-12-17T12:50:20.297Z,SOLUSDT,3.917,20.298,7355,127,1522,1,paper,1
2025-12-17T12:50:20.297Z,XRPUSDT,2.666,20.298,7822,127,1523,1,paper,1
2025-12-17T12:50:20.297Z,DOGEUSDT,2.64,20.298,8047,127,1522,1,paper,1
2025-12-17T12:50:25.311Z,BTCUSDT,1.625,25.312,20115,127,1524,1,paper,1
2025-12-17T12:50:25.311Z,ETHUSDT,1.658,25.312,13713,127,1523,1,paper,1
2025-12-17T12:50:25.311Z,SOLUSDT,3.455,25.312,7363,127,1523,1,paper,1
2025-12-17T12:50:25.311Z,XRPUSDT,2.073,25.312,7830,127,1524,1,paper,1
2025-12-17T12:50:25.311Z,DOGEUSDT,1.544,25.312,8079,127,1523,1,paper,1
2025-12-17T12:50:30.319Z,BTCUSDT,1.724,30.32,20169,127,1525,1,paper,1
2025-12-17T12:50:30.319Z,ETHUSDT,3.197,30.32,13731,127,1524,1,paper,1
2025-12-17T12:50:30.319Z,SOLUSDT,1.522,30.32,7371,127,1524,1,paper,1
2025-12-17T12:50:30.319Z,XRPUSDT,2.592,30.32,7841,127,1525,1,paper,1
2025-12-17T12:50:30.319Z,DOGEUSDT,3.479,30.32,8084,127,1524,1,paper,1
2025-12-17T12:50:35.342Z,BTCUSDT,1.417,35.343,20194,127,1526,1,paper,1
2025-12-17T12:50:35.342Z,ETHUSDT,1.898,35.343,13748,127,1525,1,paper,1
2025-12-17T12:50:35.342Z,SOLUSDT,1.789,35.343,7375,127,1525,1,paper,1
2025-12-17T12:50:35.342Z,XRPUSDT,3.681,35.343,7844,127,1526,1,paper,1
2025-12-17T12:50:35.342Z,DOGEUSDT,1.593,35.343,8091,127,1525,1,paper,1
2025-12-17T12:50:40.335Z,BTCUSDT,2.904,40.336,20260,127,1527,1,paper,1
2025-12-17T12:50:40.335Z,ETHUSDT,5.391,40.336,13751,127,1525,1,paper,1
2025-12-17T12:50:40.335Z,SOLUSDT,3.085,40.336,7378,127,1526,1,paper,1
2025-12-17T12:50:40.335Z,XRPUSDT,3.395,40.336,7851,127,1527,1,paper,1
2025-12-17T12:50:40.335Z,DOGEUSDT,4.388,40.336,8094,127,1526,1,paper,1
2025-12-17T12:50:45.354Z,BTCUSDT,2.308,45.355,20297,127,1528,1,paper,1
2025-12-17T12:50:45.354Z,ETHUSDT,1.395,45.355,13761,127,1527,1,paper,1
2025-12-17T12:50:45.354Z,SOLUSDT,1.349,45.355,7388,127,1527,1,paper,1
2025-12-17T12:50:45.354Z,XRPUSDT,2.577,45.355,7855,127,1528,1,paper,1
2025-12-17T12:50:45.354Z,DOGEUSDT,1.897,45.355,8099,127,1527,1,paper,1
2025-12-17T12:50:50.376Z,BTCUSDT,1.665,50.377,20318,127,1529,1,paper,1
2025-12-17T12:50:50.376Z,ETHUSDT,1.546,50.377,13766,127,1528,1,paper,1
2025-12-17T12:50:50.376Z,SOLUSDT,1.964,50.377,7392,127,1528,1,paper,1
2025-12-17T12:50:50.376Z,XRPUSDT,1.586,50.377,7859,127,1529,1,paper,1
2025-12-17T12:50:50.376Z,DOGEUSDT,1.729,50.377,8102,127,1528,1,paper,1
2025-12-17T12:50:55.395Z,BTCUSDT,3.557,55.396,20324,127,1530,1,paper,1
2025-12-17T12:50:55.395Z,ETHUSDT,2.322,55.396,13769,127,1529,1,paper,1
2025-12-17T12:50:55.395Z,SOLUSDT,2.595,55.396,7397,127,1529,1,paper,1
2025-12-17T12:50:55.395Z,XRPUSDT,4.557,55.396,7863,127,1530,1,paper,1
2025-12-17T12:50:55.395Z,DOGEUSDT,3.233,55.396,8106,127,1529,1,paper,1
2025-12-17T12:51:00.407Z,BTCUSDT,3.191,60.408,20327,127,1531,1,paper,1
2025-12-17T12:51:00.407Z,ETHUSDT,4.688,60.408,13776,127,1530,1,paper,1
2025-12-17T12:51:00.407Z,SOLUSDT,2.792,60.408,7400,127,1530,1,paper,1
2025-12-17T12:51:00.407Z,XRPUSDT,4.186,60.408,7866,127,1531,1,paper,1
2025-12-17T12:51:00.407Z,DOGEUSDT,3.009,60.408,8109,127,1530,1,paper,1
2025-12-17T12:51:05.431Z,BTCUSDT,3.861,5.432,20333,128,1532,1,paper,1
2025-12-17T12:51:05.431Z,ETHUSDT,5.406,5.432,13780,128,1531,1,paper,1
2025-12-17T12:51:05.431Z,SOLUSDT,3.715,5.432,7404,128,1531,1,paper,1
2025-12-17T12:51:05.431Z,XRPUSDT,3.632,5.432,7870,128,1532,1,paper,1
2025-12-17T12:51:05.431Z,DOGEUSDT,4.264,5.432,8114,128,1531,1,paper,1
2025-12-17T12:51:10.444Z,BTCUSDT,3.255,10.445,20338,128,1533,1,paper,1
2025-12-17T12:51:10.444Z,ETHUSDT,5.696,10.445,13790,128,1531,1,paper,1
2025-12-17T12:51:10.444Z,SOLUSDT,3.326,10.445,7409,128,1532,1,paper,1
2025-12-17T12:51:10.444Z,XRPUSDT,3.563,10.445,7874,128,1533,1,paper,1
2025-12-17T12:51:10.444Z,DOGEUSDT,4.377,10.445,8117,128,1532,1,paper,1
2025-12-17T12:51:15.466Z,BTCUSDT,2.983,15.467,20348,128,1534,1,paper,1
2025-12-17T12:51:15.466Z,ETHUSDT,3.475,15.467,13795,128,1533,1,paper,1
2025-12-17T12:51:15.466Z,SOLUSDT,3.096,15.467,7419,128,1533,1,paper,1
2025-12-17T12:51:15.466Z,XRPUSDT,4.81,15.467,7877,128,1534,1,paper,1
2025-12-17T12:51:15.466Z,DOGEUSDT,4.399,15.467,8120,128,1533,1,paper,1
2025-12-17T12:51:20.482Z,BTCUSDT,2.962,20.483,20451,128,1535,1,paper,1
2025-12-17T12:51:20.482Z,ETHUSDT,3.387,20.483,13813,128,1534,1,paper,1
2025-12-17T12:51:20.482Z,SOLUSDT,3.81,20.483,7422,128,1534,1,paper,1
2025-12-17T12:51:20.482Z,XRPUSDT,2.871,20.483,7890,128,1535,1,paper,1
2025-12-17T12:51:20.482Z,DOGEUSDT,3.56,20.483,8124,128,1534,1,paper,1
2025-12-17T12:51:25.501Z,BTCUSDT,1.664,25.502,20484,128,1536,1,paper,1
2025-12-17T12:51:25.501Z,ETHUSDT,3.543,25.502,13816,128,1535,1,paper,1
2025-12-17T12:51:25.501Z,SOLUSDT,2.89,25.502,7429,128,1535,1,paper,1
2025-12-17T12:51:25.501Z,XRPUSDT,2.138,25.502,7903,128,1536,1,paper,1
2025-12-17T12:51:25.501Z,DOGEUSDT,2.22,25.502,8130,128,1535,1,paper,1
2025-12-17T12:51:30.517Z,BTCUSDT,1.404,30.518,20497,128,1537,1,paper,1
2025-12-17T12:51:30.517Z,ETHUSDT,1.367,30.518,13838,128,1536,1,paper,1
2025-12-17T12:51:30.517Z,SOLUSDT,3.737,30.518,7435,128,1536,1,paper,1
2025-12-17T12:51:30.517Z,XRPUSDT,1.929,30.518,7907,128,1537,1,paper,1
2025-12-17T12:51:30.517Z,DOGEUSDT,2.29,30.518,8137,128,1536,1,paper,1
2025-12-17T12:51:35.522Z,BTCUSDT,1.925,35.523,20504,128,1538,1,paper,1
2025-12-17T12:51:35.522Z,ETHUSDT,2.917,35.523,13845,128,1537,1,paper,1
2025-12-17T12:51:35.522Z,SOLUSDT,1.359,35.523,7441,128,1537,1,paper,1
2025-12-17T12:51:35.522Z,XRPUSDT,2.289,35.523,7922,128,1538,1,paper,1
2025-12-17T12:51:35.522Z,DOGEUSDT,1.358,35.523,8142,128,1537,1,paper,1
2025-12-17T12:51:40.549Z,BTCUSDT,2.165,40.55,20510,128,1539,1,paper,1
2025-12-17T12:51:40.549Z,ETHUSDT,2.728,40.55,13852,128,1538,1,paper,1
2025-12-17T12:51:40.549Z,SOLUSDT,2.01,40.55,7445,128,1538,1,paper,1
2025-12-17T12:51:40.549Z,XRPUSDT,3.345,40.55,7925,128,1539,1,paper,1
2025-12-17T12:51:40.549Z,DOGEUSDT,2.57,40.55,8145,128,1538,1,paper,1
2025-12-17T12:51:45.551Z,BTCUSDT,1.713,45.552,20533,128,1540,1,paper,1
2025-12-17T12:51:45.551Z,ETHUSDT,1.463,45.552,13880,128,1539,1,paper,1
2025-12-17T12:51:45.551Z,SOLUSDT,1.475,45.552,7452,128,1539,1,paper,1
2025-12-17T12:51:45.551Z,XRPUSDT,3.313,45.552,7934,128,1540,1,paper,1
2025-12-17T12:51:45.551Z,DOGEUSDT,1.898,45.552,8151,128,1539,1,paper,1
2025-12-17T12:51:50.549Z,BTCUSDT,1.796,50.55,20539,128,1541,0,paper,1
2025-12-17T12:51:50.549Z,ETHUSDT,1.789,50.55,13888,128,1540,0,paper,1
2025-12-17T12:51:50.549Z,SOLUSDT,1.412,50.55,7456,128,1540,0,paper,1
2025-12-17T12:51:50.549Z,XRPUSDT,2.529,50.55,7939,128,1541,0,paper,1
2025-12-17T12:51:50.549Z,DOGEUSDT,3.336,50.55,8164,128,1540,0,paper,1
2025-12-17T12:51:55.559Z,BTCUSDT,2.145,55.56,20547,128,1542,0,paper,1
2025-12-17T12:51:55.559Z,ETHUSDT,5.517,55.56,13892,128,1541,0,paper,1
2025-12-17T12:51:55.559Z,SOLUSDT,1.843,55.56,7459,128,1541,0,paper,1
2025-12-17T12:51:55.559Z,XRPUSDT,3.828,55.56,7940,128,1542,0,paper,1
2025-12-17T12:51:55.559Z,DOGEUSDT,4.463,55.56,8166,128,1541,0,paper,1
2025-12-17T12:52:00.559Z,BTCUSDT,3.502,60.56,20550,128,1543,0,paper,1
2025-12-17T12:52:00.559Z,ETHUSDT,3.5,60.56,13897,128,1542,0,paper,1
2025-12-17T12:52:00.559Z,SOLUSDT,2.763,60.56,7465,128,1542,0,paper,1
2025-12-17T12:52:00.559Z,XRPUSDT,3.153,60.56,7944,128,1543,0,paper,1
2025-12-17T12:52:00.559Z,DOGEUSDT,3.302,60.56,8170,128,1542,0,paper,1
2025-12-17T12:52:05.579Z,BTCUSDT,2.518,5.58,20566,129,1544,0,paper,1
2025-12-17T12:52:05.579Z,ETHUSDT,2.436,5.58,13906,129,1543,0,paper,1
2025-12-17T12:52:05.579Z,SOLUSDT,3.743,5.58,7469,129,1543,0,paper,1
2025-12-17T12:52:05.579Z,XRPUSDT,2.822,5.58,7949,129,1544,0,paper,1
2025-12-17T12:52:05.579Z,DOGEUSDT,2.824,5.58,8176,129,1543,0,paper,1
2025-12-17T12:52:10.582Z,BTCUSDT,3.15,10.583,20587,129,1545,0,paper,1
2025-12-17T12:52:10.582Z,ETHUSDT,3.132,10.583,13918,129,1544,0,paper,1
2025-12-17T12:52:10.582Z,SOLUSDT,3.561,10.583,7473,129,1544,0,paper,1
2025-12-17T12:52:10.582Z,XRPUSDT,3.253,10.583,7952,129,1545,0,paper,1
2025-12-17T12:52:10.582Z,DOGEUSDT,3.281,10.583,8180,129,1544,0,paper,1
2025-12-17T12:52:15.615Z,BTCUSDT,2.889,15.616,20597,129,1546,0,paper,1
2025-12-17T12:52:15.615Z,ETHUSDT,2.562,15.616,13924,129,1545,0,paper,1
2025-12-17T12:52:15.615Z,SOLUSDT,3.036,15.616,7479,129,1545,0,paper,1
2025-12-17T12:52:15.615Z,XRPUSDT,3.795,15.616,7957,129,1546,0,paper,1
2025-12-17T12:52:15.615Z,DOGEUSDT,4.436,15.616,8183,129,1545,0,paper,1
2025-12-17T12:52:20.608Z,BTCUSDT,4.202,20.609,20660,129,1547,0,paper,1
2025-12-17T12:52:20.608Z,ETHUSDT,2.951,20.609,13929,129,1546,0,paper,1
2025-12-17T12:52:20.608Z,SOLUSDT,3.68,20.609,7485,129,1546,0,paper,1
2025-12-17T12:52:20.608Z,XRPUSDT,3.588,20.609,7961,129,1547,0,paper,1
2025-12-17T12:52:20.608Z,DOGEUSDT,4.187,20.609,8187,129,1546,0,paper,1
2025-12-17T12:52:25.609Z,BTCUSDT,2.401,25.61,20716,129,1548,0,paper,1
2025-12-17T12:52:25.609Z,ETHUSDT,2.592,25.61,13934,129,1547,0,paper,1
2025-12-17T12:52:25.609Z,SOLUSDT,2.268,25.61,7490,129,1547,0,paper,1
2025-12-17T12:52:25.609Z,XRPUSDT,4.899,25.61,7964,129,1548,0,paper,1
2025-12-17T12:52:25.609Z,DOGEUSDT,3.907,25.61,8191,129,1547,0,paper,1
2025-12-17T12:52:30.621Z,BTCUSDT,1.624,30.622,20731,129,1549,0,paper,1
2025-12-17T12:52:30.621Z,ETHUSDT,3.757,30.622,13939,129,1548,0,paper,1
2025-12-17T12:52:30.621Z,SOLUSDT,1.835,30.622,7496,129,1548,0,paper,1
2025-12-17T12:52:30.621Z,XRPUSDT,1.324,30.622,7971,129,1549,0,paper,1
2025-12-17T12:52:30.621Z,DOGEUSDT,1.669,30.622,8197,129,1548,0,paper,1
2025-12-17T12:52:35.635Z,BTCUSDT,1.312,35.636,20746,129,1550,0,paper,1
2025-12-17T12:52:35.635Z,ETHUSDT,1.669,35.636,13953,129,1549,0,paper,1
2025-12-17T12:52:35.635Z,SOLUSDT,1.513,35.636,7501,129,1549,0,paper,1
2025-12-17T12:52:35.635Z,XRPUSDT,3.283,35.636,7974,129,1550,0,paper,1
2025-12-17T12:52:35.635Z,DOGEUSDT,1.919,35.636,8200,129,1549,0,paper,1
2025-12-17T12:52:40.640Z,BTCUSDT,3.209,40.641,20766,129,1551,0,paper,1
2025-12-17T12:52:40.640Z,ETHUSDT,1.983,40.641,13958,129,1550,0,paper,1
2025-12-17T12:52:40.640Z,SOLUSDT,2.505,40.641,7504,129,1550,0,paper,1
2025-12-17T12:52:40.640Z,XRPUSDT,4.287,40.641,7977,129,1551,0,paper,1
2025-12-17T12:52:40.640Z,DOGEUSDT,1.926,40.641,8204,129,1550,0,paper,1
2025-12-17T12:52:45.641Z,BTCUSDT,1.775,45.642,20773,129,1552,0,paper,1
2025-12-17T12:52:45.641Z,ETHUSDT,2.07,45.642,13966,129,1551,0,paper,1
2025-12-17T12:52:45.641Z,SOLUSDT,2.43,45.642,7508,129,1551,0,paper,1
2025-12-17T12:52:45.641Z,XRPUSDT,2.775,45.642,7981,129,1552,0,paper,1
2025-12-17T12:52:45.641Z,DOGEUSDT,2.114,45.642,8208,129,1551,0,paper,1
2025-12-17T12:52:50.656Z,BTCUSDT,2.026,50.657,20804,129,1553,0,paper,1
2025-12-17T12:52:50.656Z,ETHUSDT,1.205,50.657,13973,129,1552,0,paper,1
2025-12-17T12:52:50.656Z,SOLUSDT,2.548,50.657,7514,129,1552,0,paper,1
2025-12-17T12:52:50.656Z,XRPUSDT,2.919,50.657,7985,129,1553,0,paper,1
2025-12-17T12:52:50.656Z,DOGEUSDT,1.393,50.657,8216,129,1552,0,paper,1
2025-12-17T12:52:55.666Z,BTCUSDT,2.31,55.667,20808,129,1554,0,paper,1
2025-12-17T12:52:55.666Z,ETHUSDT,1.408,55.667,13981,129,1553,0,paper,1
2025-12-17T12:52:55.666Z,SOLUSDT,1.537,55.667,7520,129,1553,0,paper,1
2025-12-17T12:52:55.666Z,XRPUSDT,3.103,55.667,7989,129,1554,0,paper,1
2025-12-17T12:52:55.666Z,DOGEUSDT,4.308,55.667,8220,129,1553,0,paper,1
2025-12-17T12:53:00.679Z,BTCUSDT,2.387,60.68,20815,129,1555,0,paper,1
2025-12-17T12:53:00.679Z,ETHUSDT,2.679,60.68,13986,129,1554,0,paper,1
2025-12-17T12:53:00.679Z,SOLUSDT,2.291,60.68,7523,129,1554,0,paper,1
2025-12-17T12:53:00.679Z,XRPUSDT,3.208,60.68,7993,129,1555,0,paper,1
2025-12-17T12:53:00.679Z,DOGEUSDT,4.911,60.68,8222,129,1554,0,paper,1
2025-12-17T12:53:05.696Z,BTCUSDT,3.158,5.697,20824,130,1556,0,paper,1
2025-12-17T12:53:05.696Z,ETHUSDT,5.274,5.697,13989,130,1555,0,paper,1
2025-12-17T12:53:05.696Z,SOLUSDT,3.023,5.697,7526,130,1555,0,paper,1
2025-12-17T12:53:05.696Z,XRPUSDT,3.743,5.697,7997,130,1556,0,paper,1
2025-12-17T12:53:05.696Z,DOGEUSDT,4.815,5.697,8225,130,1555,0,paper,1
2025-12-17T12:53:10.701Z,BTCUSDT,3.304,10.702,20831,130,1557,0,paper,1
2025-12-17T12:53:10.701Z,ETHUSDT,2.413,10.702,13996,130,1556,0,paper,1
2025-12-17T12:53:10.701Z,SOLUSDT,3.026,10.702,7531,130,1556,0,paper,1
2025-12-17T12:53:10.701Z,XRPUSDT,2.241,10.702,8002,130,1557,0,paper,1
2025-12-17T12:53:10.701Z,DOGEUSDT,2.636,10.702,8231,130,1556,0,paper,1
2025-12-17T12:53:15.725Z,BTCUSDT,3.082,15.726,20839,130,1558,0,paper,1
2025-12-17T12:53:15.725Z,ETHUSDT,3.303,15.726,14000,130,1557,0,paper,1
2025-12-17T12:53:15.725Z,SOLUSDT,4.073,15.726,7534,130,1557,0,paper,1
2025-12-17T12:53:15.725Z,XRPUSDT,5.26,15.726,8006,130,1558,0,paper,1
2025-12-17T12:53:15.725Z,DOGEUSDT,3.105,15.726,8234,130,1557,0,paper,1
2025-12-17T12:53:20.741Z,BTCUSDT,2.236,20.742,20897,130,1559,0,paper,1
2025-12-17T12:53:20.741Z,ETHUSDT,2.948,20.742,14007,130,1558,0,paper,1
2025-12-17T12:53:20.741Z,SOLUSDT,3.467,20.742,7539,130,1558,0,paper,1
2025-12-17T12:53:20.741Z,XRPUSDT,3.32,20.742,8010,130,1559,0,paper,1
2025-12-17T12:53:20.741Z,DOGEUSDT,2.393,20.742,8240,130,1558,0,paper,1
2025-12-17T12:53:25.763Z,BTCUSDT,2.377,25.764,20926,130,1560,0,paper,1
2025-12-17T12:53:25.763Z,ETHUSDT,2.98,25.764,14010,130,1559,0,paper,1
2025-12-17T12:53:25.763Z,SOLUSDT,4.096,25.764,7543,130,1559,0,paper,1
2025-12-17T12:53:25.763Z,XRPUSDT,3.401,25.764,8022,130,1560,0,paper,1
2025-12-17T12:53:25.763Z,DOGEUSDT,2.387,25.764,8244,130,1559,0,paper,1
2025-12-17T12:53:30.784Z,BTCUSDT,1.562,30.785,20961,130,1561,0,paper,1
2025-12-17T12:53:30.784Z,ETHUSDT,2.065,30.785,14014,130,1560,0,paper,1
2025-12-17T12:53:30.784Z,SOLUSDT,2.594,30.785,7549,130,1560,0,paper,1
2025-12-17T12:53:30.784Z,XRPUSDT,2.62,30.785,8027,130,1561,0,paper,1
2025-12-17T12:53:30.784Z,DOGEUSDT,1.514,30.785,8254,130,1560,0,paper,1
2025-12-17T12:53:35.794Z,BTCUSDT,1.831,35.795,20976,130,1562,0,paper,1
2025-12-17T12:53:35.794Z,ETHUSDT,2.349,35.795,14018,130,1561,0,paper,1
2025-12-17T12:53:35.794Z,SOLUSDT,2.478,35.795,7552,130,1561,0,paper,1
2025-12-17T12:53:35.794Z,XRPUSDT,2.755,35.795,8030,130,1562,0,paper,1
2025-12-17T12:53:35.794Z,DOGEUSDT,1.517,35.795,8264,130,1561,0,paper,1
2025-12-17T12:53:40.827Z,BTCUSDT,1.591,40.828,20997,130,1563,0,paper,1
2025-12-17T12:53:40.827Z,ETHUSDT,1.337,40.828,14026,130,1562,0,paper,1
2025-12-17T12:53:40.827Z,SOLUSDT,1.966,40.828,7559,130,1562,0,paper,1
2025-12-17T12:53:40.827Z,XRPUSDT,1.35,40.828,8035,130,1563,0,paper,1
2025-12-17T12:53:40.827Z,DOGEUSDT,2.516,40.828,8270,130,1562,0,paper,1
2025-12-17T12:53:45.827Z,BTCUSDT,1.862,45.828,21007,130,1564,0,paper,1
2025-12-17T12:53:45.827Z,ETHUSDT,2.066,45.828,14037,130,1563,0,paper,1
2025-12-17T12:53:45.827Z,SOLUSDT,2.604,45.828,7569,130,1563,0,paper,1
2025-12-17T12:53:45.827Z,XRPUSDT,1.542,45.828,8049,130,1564,0,paper,1
2025-12-17T12:53:45.827Z,DOGEUSDT,1.935,45.828,8281,130,1563,0,paper,1
2025-12-17T12:53:50.847Z,BTCUSDT,1.8,50.848,21017,130,1565,0,paper,1
2025-12-17T12:53:50.847Z,ETHUSDT,1.85,50.848,14048,130,1564,0,paper,1
2025-12-17T12:53:50.847Z,SOLUSDT,2.272,50.848,7578,130,1564,0,paper,1
2025-12-17T12:53:50.847Z,XRPUSDT,2.691,50.848,8057,130,1565,0,paper,1
2025-12-17T12:53:50.847Z,DOGEUSDT,1.617,50.848,8288,130,1564,0,paper,1
2025-12-17T12:53:55.876Z,BTCUSDT,3.049,55.877,21021,130,1566,0,paper,1
2025-12-17T12:53:55.876Z,ETHUSDT,1.662,55.877,14057,130,1565,0,paper,1
2025-12-17T12:53:55.876Z,SOLUSDT,2.099,55.877,7585,130,1565,0,paper,1
2025-12-17T12:53:55.876Z,XRPUSDT,1.729,55.877,8064,130,1566,0,paper,1
2025-12-17T12:53:55.876Z,DOGEUSDT,2.108,55.877,8293,130,1565,0,paper,1
2025-12-17T12:54:00.881Z,BTCUSDT,3.619,60.882,21029,130,1567,0,paper,1
2025-12-17T12:54:00.881Z,ETHUSDT,2.54,60.882,14065,130,1566,0,paper,1
2025-12-17T12:54:00.881Z,SOLUSDT,2.465,60.882,7589,130,1566,0,paper,1
2025-12-17T12:54:00.881Z,XRPUSDT,3.053,60.882,8072,130,1567,0,paper,1
2025-12-17T12:54:00.881Z,DOGEUSDT,3.864,60.882,8302,130,1566,0,paper,1
2025-12-17T12:54:05.901Z,BTCUSDT,3.651,5.902,21034,131,1568,0,paper,1
2025-12-17T12:54:05.901Z,ETHUSDT,3.164,5.902,14070,131,1567,0,paper,1
2025-12-17T12:54:05.901Z,SOLUSDT,3.755,5.902,7595,131,1567,0,paper,1
2025-12-17T12:54:05.901Z,XRPUSDT,3.601,5.902,8075,131,1568,0,paper,1
2025-12-17T12:54:05.901Z,DOGEUSDT,2.653,5.902,8308,131,1567,0,paper,1
2025-12-17T12:54:10.905Z,BTCUSDT,4.532,10.906,21040,131,1569,0,paper,1
2025-12-17T12:54:10.905Z,ETHUSDT,4.005,10.906,14073,131,1568,0,paper,1
2025-12-17T12:54:10.905Z,SOLUSDT,4.495,10.906,7598,131,1568,0,paper,1
2025-12-17T12:54:10.905Z,XRPUSDT,3.599,10.906,8079,131,1569,0,paper,1
2025-12-17T12:54:10.905Z,DOGEUSDT,3.3,10.906,8312,131,1568,0,paper,1
2025-12-17T12:54:15.921Z,BTCUSDT,3.84,15.922,21047,131,1570,0,paper,1
2025-12-17T12:54:15.921Z,ETHUSDT,4.734,15.922,14080,131,1569,0,paper,1
2025-12-17T12:54:15.921Z,SOLUSDT,5.257,15.922,7602,131,1569,0,paper,1
2025-12-17T12:54:15.921Z,XRPUSDT,5.513,15.922,8082,131,1570,0,paper,1
2025-12-17T12:54:15.921Z,DOGEUSDT,4.574,15.922,8317,131,1569,0,paper,1
2025-12-17T12:54:20.935Z,BTCUSDT,2.895,20.936,21146,131,1571,0,paper,1
2025-12-17T12:54:20.935Z,ETHUSDT,3.483,20.936,14083,131,1570,0,paper,1
2025-12-17T12:54:20.935Z,SOLUSDT,3.432,20.936,7610,131,1570,0,paper,1
2025-12-17T12:54:20.935Z,XRPUSDT,3.749,20.936,8087,131,1571,0,paper,1
2025-12-17T12:54:20.935Z,DOGEUSDT,2.993,20.936,8320,131,1570,0,paper,1
2025-12-17T12:54:25.931Z,BTCUSDT,2.356,25.932,21200,131,1572,0,paper,1
2025-12-17T12:54:25.931Z,ETHUSDT,2.502,25.932,14091,131,1571,0,paper,1
2025-12-17T12:54:25.931Z,SOLUSDT,2.54,25.932,7620,131,1571,0,paper,1
2025-12-17T12:54:25.931Z,XRPUSDT,3.081,25.932,8093,131,1572,0,paper,1
2025-12-17T12:54:25.931Z,DOGEUSDT,2.905,25.932,8325,131,1571,0,paper,1
2025-12-17T12:54:30.924Z,BTCUSDT,1.981,30.925,21212,131,1573,0,paper,1
2025-12-17T12:54:30.924Z,ETHUSDT,2.266,30.925,14094,131,1572,0,paper,1
2025-12-17T12:54:30.924Z,SOLUSDT,2.579,30.925,7625,131,1572,0,paper,1
2025-12-17T12:54:30.924Z,XRPUSDT,1.999,30.925,8101,131,1573,0,paper,1
2025-12-17T12:54:30.924Z,DOGEUSDT,2.573,30.925,8336,131,1572,0,paper,1
2025-12-17T12:54:35.930Z,BTCUSDT,1.49,35.931,21220,131,1574,0,paper,1
2025-12-17T12:54:35.930Z,ETHUSDT,1.456,35.931,14102,131,1573,0,paper,1
2025-12-17T12:54:35.930Z,SOLUSDT,1.575,35.931,7635,131,1573,0,paper,1
2025-12-17T12:54:35.930Z,XRPUSDT,2.111,35.931,8109,131,1574,0,paper,1
2025-12-17T12:54:35.930Z,DOGEUSDT,2.923,35.931,8342,131,1573,0,paper,1
2025-12-17T12:54:40.949Z,BTCUSDT,1.954,40.95,21229,131,1575,0,paper,1
